total,filter,remove,rank,organization,country,country_iso,ratio,asn,region
22,0,0,34511,LIKE PROVEDOR DE INTERNET LTDA,Brazil,BR,0,269031,LACNIC
22,0,0,34511,TERALINK TELECOMUNICACOES EIRELI,Brazil,BR,0,269547,LACNIC
22,0,0,34511,CRETTON LISANDRO MAXIMILIANO (MISIOTECH),Argentina,AR,0,270004,LACNIC
22,2,0,34511,EL PODER DE INTERNET SA DE CV,Mexico,MX,0.09,265611,LACNIC
22,22,0,34511,SKYNET BROADBAND PVT LTD,India,IN,1,134020,APNIC
22,0,0,34511,Ragsaa Communication pvt. ltd.,India,IN,0,134917,APNIC
22,0,0,34511,Realwire Express Network Private Limited,India,IN,0,135859,APNIC
22,0,0,34511,WAY 2 INTERNET PRIVATE LIMITED,India,IN,0,134850,APNIC
22,0,0,34511,Galactica Infotel Private Limited,India,IN,0,136672,APNIC
22,22,0,34511,Antenne Collective Ettelbruck ASBL,Luxembourg,LU,1,41273,RIPE NCC
22,0,0,34511,HOTCITY SA,Luxembourg,LU,0,204403,RIPE NCC
22,0,0,34511,Megahost Kazakhstan TOO,Kazakhstan,KZ,0,208450,RIPE NCC
22,0,0,34511,KPMG Luxembourg Societe cooperative,Luxembourg,LU,0,204299,RIPE NCC
22,0,0,34511,Arihant Communications,India,IN,0,135837,APNIC
22,0,0,34511,Best IT Centre,India,IN,0,135688,APNIC
22,0,0,34511,Sparklink Net Pvt Ltd,India,IN,0,137118,APNIC
22,22,0,34511,"LLC ""MAXEMEX""",Uzbekistan,UZ,1,200788,RIPE NCC
22,0,0,34511,starlings wireless communications pvt ltd,India,IN,0,135180,APNIC
22,0,0,34511,Devdarpan Broadband Pvt. Ltd.,India,IN,0,136698,APNIC
22,0,0,34511,Decibel Networks Private Limited,India,IN,0,136294,APNIC
22,0,0,34511,Udayatel Communications Private Limited,India,IN,0,136376,APNIC
22,0,0,34511,Velocity Internet India Private Ltd,India,IN,0,134016,APNIC
22,0,0,34511,Yes India Communications Pvt. Ltd,India,IN,0,136362,APNIC
22,0,0,34511,Adri Infocom Pvt Ltd,India,IN,0,136332,APNIC
22,0,0,34511,Ultimate Internet Services Private Limited,India,IN,0,134862,APNIC
22,22,0,34511,Balaji Services,India,IN,1,58763,APNIC
22,0,0,34511,Fibernet Solutions (opc) Pvt. Ltd.,India,IN,0,132964,APNIC
22,0,0,34511,Planet Wi Fi Private Limited,India,IN,0,134270,APNIC
22,0,0,34511,Netvision Awadh Networks Private Limited,India,IN,0,136305,APNIC
22,0,0,34511,Clear Beam Communications Pvt. Ltd.,India,IN,0,135762,APNIC
22,0,0,34511,INDEX DATACOM S.A. DE C.V.,Mexico,MX,0,265577,LACNIC
22,0,0,34511,Cosmored Puerto Vallarta S.A. de C.V.,Mexico,MX,0,265562,LACNIC
22,0,0,34511,IQCLOUD SA DE CV,Mexico,MX,0,265503,LACNIC
22,0,0,34511,CONECTARED SA DE CV,Mexico,MX,0,265607,LACNIC
22,0,0,34511,OPSICOME SA DE CV,Mexico,MX,0,265545,LACNIC
22,0,0,34511,TRACERED SA DE CV,Mexico,MX,0,265613,LACNIC
22,0,0,34511,Wifmax S.A de C.V.,Mexico,MX,0,265582,LACNIC
22,0,0,34511,QDS NETWORKS SA DE CV,Mexico,MX,0,265565,LACNIC
22,0,0,34511,Doornet sa de cv,Mexico,MX,0,28433,LACNIC
22,0,0,34511,Shineplus Networks Private Limited,India,IN,0,135690,APNIC
22,21,0,34511,TECNIANET S.A DE C.V.,Mexico,MX,0.95,265609,LACNIC
22,0,0,34511,"Spectro Networks Telecomunicaciones, S. de R.L. de C.V.",Mexico,MX,0,28405,LACNIC
22,0,0,34511,Todito.com S.A. de C.V.,Mexico,MX,0,19259,LACNIC
22,0,0,34511,Técnica Administrativa BAL S.A. de C.V.,Mexico,MX,0,265542,LACNIC
22,22,0,34511,"HYUNDAI AUTOEVER MEXICO, S. DE R.L. DE CV",Mexico,MX,1,265546,LACNIC
22,0,0,34511,EJA TELECOMM S DE RL,Mexico,MX,0,265510,LACNIC
22,0,0,34511,"Telecable del Mineral, S. A. de C.V.",Mexico,MX,0,28432,LACNIC
22,6,0,34511,"Digitcenter de México, S.A. de C.V.",Mexico,MX,0.27,265580,LACNIC
22,0,0,34511,cloudsky superfast broadband and services Pvt Ltd,India,IN,0,134340,APNIC
22,0,0,34511,Mass Computer,India,IN,0,134013,APNIC
22,0,0,34511,RCARRE S.A.,Luxembourg,LU,0,206504,RIPE NCC
22,20,0,34511,RBA CATV SA DE CV,Mexico,MX,0.91,265549,LACNIC
22,22,0,34511,La Torre del Vigia A.R.,Mexico,MX,1,28466,LACNIC
22,22,0,34511,SC Raznet SRL,Moldova,MD,1,200640,RIPE NCC
22,0,0,34511,Nuozen Telecom Private Limited,India,IN,0,138712,APNIC
22,0,0,34511,LEPL- Levan Samkharauli National Forensics Bureau,Georgia,GE,0,200883,RIPE NCC
22,0,0,34511,JSC Risk Management and Insurance Company Global Benefits Georgia,Georgia,GE,0,209047,RIPE NCC
22,0,0,34511,JSC Wissol Petroleum Georgia,Georgia,GE,0,199872,RIPE NCC
22,0,0,34511,JSC Insurance Company Aldagi,Georgia,GE,0,201141,RIPE NCC
22,0,0,34511,JSC Credo Bank (Tax Id 205232238),Georgia,GE,0,205797,RIPE NCC
22,3,0,34511,AIRMAX LLC,Georgia,GE,0.14,208320,RIPE NCC
22,0,0,34511,Orbi Group 10 LTD,Georgia,GE,0,212803,RIPE NCC
22,0,0,34511,MULTISOFT LLC,Georgia,GE,0,209012,RIPE NCC
22,0,0,34511,JSC Georgian State Electrosystem,Georgia,GE,0,49016,RIPE NCC
22,0,0,34511,Georgian Post LTD,Georgia,GE,0,206584,RIPE NCC
22,0,0,34511,Medusind Solutions India Pvt Ltd,India,IN,0,55494,APNIC
22,0,0,34511,Airnetz Broadband Services Private Limited,India,IN,0,138235,APNIC
22,0,0,34511,IBS Software Services (P) Ltd,India,IN,0,9285,APNIC
22,0,0,34511,DHL BROADBAND NET P LIMITED,India,IN,0,134869,APNIC
22,0,0,34511,Ashok Secure Broadband Network Pvt Ltd,India,IN,0,134942,APNIC
22,0,0,34511,Sahjanand Telecom Pvt Ltd,India,IN,0,137604,APNIC
22,0,0,34511,Haash Media,India,IN,0,141480,APNIC
22,0,0,34511,Alphanet Broadband Private Limited,India,IN,0,135793,APNIC
22,0,0,34511,Jmd Internet And Services Pvt Ltd,India,IN,0,135873,APNIC
22,0,0,34511,Ajwa Kaif Pvt Ltd,India,IN,0,140134,APNIC
22,0,0,34511,Ometa Net Pvt. Ltd.,India,IN,0,136629,APNIC
22,0,0,34511,OGUZSATLINK SRL,Moldova,MD,0,43768,RIPE NCC
22,0,0,34511,Indian Institute of Technology Bombay,India,IN,0,132423,APNIC
22,0,0,34511,Urscom-TV S.R.L.,Moldova,MD,0,57776,RIPE NCC
22,0,0,34511,Suncity Broadband Pvt Ltd,India,IN,0,135679,APNIC
22,0,0,34511,Inter Net Ly Private Limited,India,IN,0,136318,APNIC
22,0,0,34511,Sense Connect It Pvt Ltd,India,IN,0,137084,APNIC
22,0,0,34511,telnet technoinfra pvt ltd,India,IN,0,138411,APNIC
22,0,0,34511,Mark Network Solutions India Pvt. Ltd.,India,IN,0,135215,APNIC
22,0,0,34511,RGV Akshay communication Pvt. Ltd.,India,IN,0,132961,APNIC
22,0,0,34511,Techbook international Pvt. Ltd.,India,IN,0,132965,APNIC
22,0,0,34511,Airtechzone Services India Pvt Ltd,India,IN,0,136720,APNIC
22,3,0,34511,Vic Grup SRL,Moldova,MD,0.14,202931,RIPE NCC
22,0,0,34511,SHERIE PLEXUS ISP PRIVATE LIMITED,India,IN,0,135234,APNIC
22,0,0,34511,Netsat Communications Private Limited,India,IN,0,137125,APNIC
22,0,0,34511,Aph Networks Private Limited,India,IN,0,134924,APNIC
22,0,0,34511,BroadStar Net India Pvt.Ltd.,India,IN,0,134861,APNIC
22,0,0,34511,Tbilisi City Hall,Georgia,GE,0,201174,RIPE NCC
22,0,0,34511,m2 Real Estate JSC,Georgia,GE,0,208603,RIPE NCC
22,0,0,34511,"JSC ""Georgian Railway""",Georgia,GE,0,205173,RIPE NCC
22,0,0,34511,AIRNET LLC,Georgia,GE,0,199469,RIPE NCC
22,0,0,34511,LLC Tegeta Motors,Georgia,GE,0,200488,RIPE NCC
22,0,0,34511,SC ADINET-Com SRL,Moldova,MD,0,58118,RIPE NCC
22,0,0,34511,Krishiinet Infocom Private Limited,India,IN,0,135845,APNIC
22,0,0,38447,INTEGRA MULTISOLUTIONS S.A.S.,Colombia,CO,0,267857,LACNIC
22,0,0,38447,WALIX S.A.S.,Colombia,CO,0,267890,LACNIC
22,0,0,38447,Metro Richelieu Inc.,Canada,CA,0,395997,ARIN
22,0,0,38447,Interplex,Canada,CA,0,33209,ARIN
22,22,0,38447,Commission scolaire de la Cote-du-Sud,Canada,CA,1,32659,ARIN
22,22,0,38447,UNIMOS EMPRESA MUNICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,Colombia,CO,1,269743,LACNIC
22,0,0,38447,Six Nations Internet,Canada,CA,0,62706,ARIN
22,0,0,38447,EXPERTSERVI S.A.,Ecuador,EC,0,265799,LACNIC
22,0,0,38447,MARIN ROJAS DARWIN MANFREDO (ZOENET),Ecuador,EC,0,271923,LACNIC
22,0,0,38447,SERVICIO DE TELECOMUNICACIONES OROBLA S. A,Ecuador,EC,0,269831,LACNIC
22,0,0,38447,PEREZ TITO JULIO CESAR(FASTNETT),Ecuador,EC,0,269806,LACNIC
22,0,0,38447,Universidad Tecnica Particular de Loja,Ecuador,EC,0,27820,LACNIC
22,0,0,38447,WIRELESS COLOMBIA S.A.S.,Colombia,CO,0,269895,LACNIC
22,0,0,38447,TELENET DIGITAL S.A.S,Colombia,CO,0,270031,LACNIC
22,22,0,38447,SUPER REDES S.A.S,Colombia,CO,1,270075,LACNIC
22,0,0,38447,CELSIA COLOMBIA S.A. E.S.P.,Colombia,CO,0,270035,LACNIC
22,0,0,38447,SERVICIOS PROFESIONALES WICOM S.A.S.,Colombia,CO,0,269986,LACNIC
22,0,0,38447,Origen,Canada,CA,0,36792,ARIN
22,0,0,38447,UNIVERSIDAD MILITAR NUEVA GRANADA,Colombia,CO,0,266848,LACNIC
22,0,0,38447,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,Colombia,CO,0,266862,LACNIC
22,0,0,38447,SIMECT GROUP REDES E INTERNET S.A.S,Colombia,CO,0,266816,LACNIC
22,21,0,38447,SISTEMAS COMPUTARIZADOS DEL HUILA S.A.S.,Colombia,CO,0.95,269907,LACNIC
22,0,0,38447,Neighbourhood Connect,Canada,CA,0,22873,ARIN
22,0,0,38447,Rocky View Schools,Canada,CA,0,25872,ARIN
22,0,0,38447,Airnet Wireless Inc.,Canada,CA,0,394273,ARIN
22,22,0,38447,Wi-fibre Inc.,Canada,CA,1,399123,ARIN
22,0,0,38447,ANTONIO G DE SOUSA JUNIOR - ME,Brazil,BR,0,264072,LACNIC
22,0,0,38447,Aldera Communications,Canada,CA,0,14965,ARIN
22,0,0,38447,University for Development Studies,Ghana,GH,0,328054,AFRINIC
22,0,0,38447,Certified Technology Services Ltd,Ghana,GH,0,37232,AFRINIC
22,0,0,38447,Digital Arena Limited,Ghana,GH,0,328182,AFRINIC
22,0,0,38447,GlobalAsia Telecom Ltd,Kyrgyzstan,KG,0,57096,RIPE NCC
22,0,0,38447,NUR Telecom LLC,Kyrgyzstan,KG,0,50251,RIPE NCC
22,0,0,38447,"ANGKOR E & C (CAMBODIA) Co.,Ltd.",Cambodia,KH,0,137952,APNIC
22,0,0,38447,"CAMHR INFORMATION(CAMBODIA) Co.,LTD",Cambodia,KH,0,132238,APNIC
22,0,0,38447,"Data Network Services Provider Co.,Ltd",Cambodia,KH,0,137499,APNIC
22,0,0,38447,"""Republic of Armenia Government staff"" Public administration Institution.",Armenia,AM,0,197497,RIPE NCC
22,0,0,38447,COLMENA LLC,Armenia,AM,0,201884,RIPE NCC
22,0,0,38447,FACT LTD,Iraq,IQ,0,208859,RIPE NCC
22,0,0,38447,Erbil International Aiport,Iraq,IQ,0,203982,RIPE NCC
22,0,0,38447,TAYF AL-MADAR for Internet Services Pvt. Ltd company,Iraq,IQ,0,210095,RIPE NCC
22,22,0,38447,Qemat Al-Wasat Company,Iraq,IQ,1,202055,RIPE NCC
22,0,0,38447,Smart Waves for Information Technology Ltd,Iraq,IQ,0,201031,RIPE NCC
22,0,0,38447,TREFOIL NETWORKS LTD,Nigeria,NG,0,328171,AFRINIC
22,0,0,38447,Alathrae Company for Information Technology Limited,Iraq,IQ,0,206190,RIPE NCC
22,0,0,38447,E-Connecta Limited,Ghana,GH,0,328261,AFRINIC
22,0,0,38447,Commission Scolaire Marie-Victorin,Canada,CA,0,13942,ARIN
22,0,0,38447,Tizeti Network Ghana Limited,Ghana,GH,0,328717,AFRINIC
22,0,0,38447,Antwork LTD,British Virgin Islands,VG,0,205556,ARIN
22,22,0,38447,HostFlyte Server Solutions,Canada,CA,1,397280,ARIN
22,0,0,38447,Corporation of the County of Simcoe,Canada,CA,0,394567,ARIN
22,0,0,38447,HelpOX Inc,Canada,CA,0,23471,ARIN
22,0,0,38447,St. Paul's Roman Catholic Separate School Division #20,Canada,CA,0,397335,ARIN
22,0,0,38447,The Western James Bay Telecom Network,Canada,CA,0,32315,ARIN
22,0,0,38447,BonneComm,Canada,CA,0,14894,ARIN
22,0,0,38447,Commission scolaire des Phares,Canada,CA,0,53319,ARIN
22,0,0,38447,FacilicorpNB Ltd./Ltee,Canada,CA,0,39951,ARIN
22,22,0,38447,Internet Papineau,Canada,CA,1,398803,ARIN
22,0,0,38447,NETGUARD LLC,Bulgaria,BG,0,20818,RIPE NCC
22,22,0,38447,ABINTERNET-V Ltd.,Bulgaria,BG,1,197769,RIPE NCC
22,0,0,38447,New Bulgarian University,Bulgaria,BG,0,44805,RIPE NCC
22,0,0,38447,UOB Kay Hian Private Limited,Singapore,SG,0,64003,APNIC
22,0,0,38447,Campana Group Pte. Ltd.,Singapore,SG,0,137567,APNIC
22,0,0,38447,COMPAÑIA ELECTROMECANICOS PARA EL DESARROLLO CSED SA,Ecuador,EC,0,264824,LACNIC
22,0,0,38447,E.G.I.T. for Technology Services,Egypt,EG,0,328067,AFRINIC
22,0,0,38447,Investment and technology group of companies limited,British Virgin Islands,VG,0,60929,ARIN
22,0,0,38447,3D WIRELESS PLUS LIMITED,Ghana,GH,0,328494,AFRINIC
22,0,0,38447,SALAZAR GUEVARA ELVIS XAVIER (CABLE MAGICO),Ecuador,EC,0,270095,LACNIC
22,0,0,38447,European Chemicals Agency,Finland,FI,0,199122,RIPE NCC
22,0,0,38447,CAVNET S.A.,Ecuador,EC,0,269761,LACNIC
22,0,0,38447,"Mexico Internet Exchange, S. de R. L. de C.V.",Mexico,MX,0,270112,LACNIC
22,22,0,38447,META NETWORKS SA DE CV,Mexico,MX,1,265614,LACNIC
22,0,0,38447,MT NETWORKS S. DE R.L. DE C.V.,Mexico,MX,0,265604,LACNIC
22,0,0,38447,Natalia Chareeva,Mexico,MX,0,265595,LACNIC
22,0,0,38447,Gjovik Kommune,Norway,NO,0,62186,RIPE NCC
22,0,0,38447,Hafslund Produksjon Holding AS,Norway,NO,0,60745,RIPE NCC
22,22,0,38447,UPHEADS AS,Norway,NO,1,201454,RIPE NCC
22,0,0,38447,MANUEL GARCIA RAMIREZ,Mexico,MX,0,265599,LACNIC
22,0,0,38447,KBLEX SA DE CV,Mexico,MX,0,265592,LACNIC
22,0,0,38447,TELEVISION POR CABLE TEPA S.A DE C.V,Mexico,MX,0,265551,LACNIC
22,19,0,38447,GK TELECOMUNICACIONES SA DE CV,Mexico,MX,0.86,28453,LACNIC
22,0,0,38447,Universidad Autonoma de Nayarit,Mexico,MX,0,28390,LACNIC
22,22,0,38447,Airfaster S.A. de C.V.,Mexico,MX,1,270138,LACNIC
22,0,0,38447,HelgelandsKraft AS,Norway,NO,0,201656,RIPE NCC
22,0,0,38447,Marlink AS,Norway,NO,0,55784,RIPE NCC
22,0,0,38447,NordixDataAS,Norway,NO,0,60830,RIPE NCC
22,0,0,38447,EG Norge AS,Norway,NO,0,44808,RIPE NCC
22,22,0,38447,Sunndal kommune,Norway,NO,1,206145,RIPE NCC
22,0,0,38447,IT PARTNER MOERE AS,Norway,NO,0,203823,RIPE NCC
22,0,0,38447,Eidsiva Energi AS,Norway,NO,0,199672,RIPE NCC
22,0,0,38447,More og Romsdal fylkeskommune,Norway,NO,0,200915,RIPE NCC
22,0,0,38447,Rissa Kraftlag SA,Norway,NO,0,62002,RIPE NCC
22,0,0,38447,F24 NORDICS AS,Norway,NO,0,58005,RIPE NCC
22,0,0,38447,Helse Sor-Ost RHF,Norway,NO,0,201322,RIPE NCC
22,22,0,38447,NORDLAND FYLKESKOMMUNE,Norway,NO,1,203580,RIPE NCC
22,0,0,38447,ONT NETWORKS SA de CV,Mexico,MX,0,265608,LACNIC
22,0,0,38447,TELESISTEMAS PENINSULARES SA DE CV,Mexico,MX,0,265566,LACNIC
22,0,0,38447,Servicios y Asesoria Tecnobba S.A.S. de C.V.,Mexico,MX,0,265598,LACNIC
22,0,0,38447,GCGROUP S.A.R.L,Lebanon,LB,0,34062,RIPE NCC
22,0,0,38447,THE DOT SPOT NET SARL,Lebanon,LB,0,12590,RIPE NCC
22,0,0,38447,Safawi Net S.A.L.,Lebanon,LB,0,208669,RIPE NCC
22,0,0,38447,REMINI TELECOM s.a.r.l,Lebanon,LB,0,16169,RIPE NCC
22,0,0,38447,SME S.A.R.L,Lebanon,LB,0,61172,RIPE NCC
22,0,0,38447,Switch Telecom s.a.r.l,Lebanon,LB,0,47719,RIPE NCC
22,0,0,38447,Fiberwaves S.A.L,Lebanon,LB,0,8699,RIPE NCC
22,0,0,38447,DataComm LTD,Georgia,GE,0,203448,RIPE NCC
22,0,0,38447,Scientific-Technical Association Interoptica LLC,Georgia,GE,0,204524,RIPE NCC
22,0,0,38447,"OOO SP ""Millenium-Apsny""",Georgia,GE,0,57244,RIPE NCC
22,0,0,38447,FIBRA Y SOLUCIONES LATINOAMERICANO SA DE CV,Mexico,MX,0,270131,LACNIC
22,0,0,38447,"Bajanet Comunicaciones, S.A. de C.V.",Mexico,MX,0,28373,LACNIC
22,0,0,38447,"SERVICIOS DE INFRAESTRUCTURA DE RADIOCOMUNICACION Y REDES PRIVADAS DE DATOS HYPERNET, SC DE RL DE CV",Mexico,MX,0,270114,LACNIC
22,22,0,38447,JOSE GONZALO OLIVARES MADRIGAL,Mexico,MX,1,265581,LACNIC
22,0,0,38447,Jafica Telecomuniciones SAS de CV,Mexico,MX,0,265625,LACNIC
22,0,0,38447,"SITE TELECOM, S. DE R.L. DE C.V.",Mexico,MX,0,265626,LACNIC
22,0,0,38447,T1 CHIHUAHUA SA DE CV,Mexico,MX,0,270117,LACNIC
22,0,0,38447,SMARTNETT CARRIER SA DE CV,Mexico,MX,0,265517,LACNIC
22,0,0,38447,HULUX TELECOMUNICACIONES,Mexico,MX,0,265587,LACNIC
22,0,0,38447,NUEVA RED INTERNET DE MEXICO S DE RL DE CV,Mexico,MX,0,28418,LACNIC
22,0,0,38447,Grupo Velcom Telecomunicaciones SA de CV,Mexico,MX,0,265600,LACNIC
22,0,0,38447,FIBRA 360 SA de CV,Mexico,MX,0,270110,LACNIC
22,0,0,38447,"Jobnetworks de México, S.A. de C.V.",Mexico,MX,0,28397,LACNIC
22,0,0,38447,Miguel Amado Escobar,Mexico,MX,0,265612,LACNIC
22,0,0,38447,INTELVID S.A. DE C.V.,Mexico,MX,0,265505,LACNIC
22,0,0,38447,WIIKI NETWORKS S DE R.L. DE C.V.,Mexico,MX,0,265579,LACNIC
22,0,0,38447,GORDILLO MARIN MAYRA ALEXANDRA (MEGAred),Ecuador,EC,0,267916,LACNIC
22,0,0,38447,Enlace de Datos y Redes SA de CV,Mexico,MX,0,28429,LACNIC
22,0,0,38447,Instituto Federal Electoral,Mexico,MX,0,8140,LACNIC
22,0,0,38447,Kuuskaistan Palvelut Oy,Finland,FI,0,201006,RIPE NCC
22,0,0,38447,super network for internet service ltd,Iraq,IQ,0,207786,RIPE NCC
22,0,0,38447,Koulutuskuntayhtyma OSAO,Finland,FI,0,207390,RIPE NCC
22,0,0,38447,Limingan kunta,Finland,FI,0,15786,RIPE NCC
22,0,0,38447,Sava-Group Oy,Finland,FI,0,49397,RIPE NCC
22,0,0,38447,Alavuden Kaupunki,Finland,FI,0,201139,RIPE NCC
22,0,0,38447,Luoteis-Kuhmon kylaverkko-osuuskunta,Finland,FI,0,203817,RIPE NCC
22,7,0,38447,Webhosting24 GmbH,Germany,DE,0.32,202401,RIPE NCC
22,0,0,38447,K-net Telekommunikation GmbH,Germany,DE,0,210298,RIPE NCC
22,0,0,38447,Stadtwerke Teterow GmbH,Germany,DE,0,205703,RIPE NCC
22,0,0,38447,City of Espoo,Finland,FI,0,62022,RIPE NCC
22,0,0,38447,AstanaMegatel Ltd.,Kazakhstan,KZ,0,203481,RIPE NCC
22,0,0,38447,Gologramma LLP,Kazakhstan,KZ,0,200688,RIPE NCC
22,0,0,38447,MARVICNET CIA LTDA,Ecuador,EC,0,270049,LACNIC
22,0,0,38447,TAPIA FLORES OSCAR ALDO (FIBRANET ZAMORA),Ecuador,EC,0,269935,LACNIC
22,0,0,38447,DRIVERNET S.A.,Ecuador,EC,0,270100,LACNIC
22,0,0,38447,CASTRO TELLO MARCO IVÁN (CONEXIÓN GLOBAL),Ecuador,EC,0,265762,LACNIC
22,0,0,38447,CBVISION S.A.,Ecuador,EC,0,269853,LACNIC
22,0,0,38447,EBESTPHONE ECUADOR S.A.,Ecuador,EC,0,266756,LACNIC
22,0,0,38447,BRAVO BARAHONA WILLIAM ALBERTO(NUBESMART),Ecuador,EC,0,266856,LACNIC
22,0,0,38447,ALCIVAR ESPIN DANNY ALEXANDER (OptiCom),Ecuador,EC,0,266904,LACNIC
22,0,0,38447,INNO FIBER INFI CIA LTDA,Ecuador,EC,0,271822,LACNIC
22,0,0,38447,WISP INTERNET ECUADOR,Ecuador,EC,0,52458,LACNIC
22,0,0,38447,TELECOMUNICACIONES NETHOME CIA.LTDA.,Ecuador,EC,0,271785,LACNIC
22,0,0,38447,MENDOZA MENDOZA CARLOS ALFREDO(TECGLO TECNOLOGIA GLOBAL),Ecuador,EC,0,267787,LACNIC
22,0,0,38447,AKSYCOM LTD,Kazakhstan,KZ,0,51979,RIPE NCC
22,0,0,38447,Magna Capax Finland Oy,Finland,FI,0,203003,RIPE NCC
22,0,0,38447,rBit Ab,Finland,FI,0,209123,RIPE NCC
22,0,0,38447,"WCD, S.A. DE C.V.",Mexico,MX,0,265548,LACNIC
22,0,0,38447,CityNet LTD,Uzbekistan,UZ,0,209033,RIPE NCC
22,0,0,38447,Independent Telecom Innovations Ltd.,Uzbekistan,UZ,0,209951,RIPE NCC
22,0,0,38447,Rapid Telecommunications W.L.L.,Bahrain,BH,0,62123,RIPE NCC
22,0,0,38447,Etisalcom Bahrain Company W.L.L.,Bahrain,BH,0,56494,RIPE NCC
22,22,0,38447,SERVICABLE CIA. LTDA.,Ecuador,EC,1,265657,LACNIC
22,0,0,38447,BRIDGE TELECOM S.A.,Ecuador,EC,0,263243,LACNIC
22,0,0,38447,CODGREC S.A.,Ecuador,EC,0,266802,LACNIC
22,0,0,38447,KOLVECH S.A. (TELECOMVAS),Ecuador,EC,0,265711,LACNIC
22,0,0,38447,ANGEL BENIGNO CONDOLO GUAYA,Ecuador,EC,0,265632,LACNIC
22,0,0,38447,POWERNET SD CIA. LTDA.,Ecuador,EC,0,264826,LACNIC
22,0,0,38447,ANTEC Servicepool GmbH,Germany,DE,0,211357,RIPE NCC
22,0,0,38447,Stromnetz Hamburg GmbH,Germany,DE,0,210044,RIPE NCC
22,0,0,38447,Lohnsteuerhilfe Bayern e.V.,Germany,DE,0,210143,RIPE NCC
22,0,0,38447,AAEX NETWORK TECHNOLOGY LTD,Germany,DE,0,207400,RIPE NCC
22,0,0,38447,Reygers Systemhaus GmbH,Germany,DE,0,204252,RIPE NCC
22,0,0,38447,Dresdner Verlagshaus Technik GmbH,Germany,DE,0,42197,RIPE NCC
22,0,0,38447,GISA GmbH,Germany,DE,0,205435,RIPE NCC
22,0,0,38447,Helmut Draeger,Germany,DE,0,211657,RIPE NCC
22,0,0,38447,Gemeindewerke Nuembrecht GmbH,Germany,DE,0,212613,RIPE NCC
22,0,0,38447,Stadtwerke Goerlitz AG,Germany,DE,0,208470,RIPE NCC
22,0,0,38447,fischerwerke GmbH & Co. KG,Germany,DE,0,207404,RIPE NCC
22,0,0,38447,ITSMedia GmbH,Germany,DE,0,49735,RIPE NCC
22,0,0,38447,Andreas Wilmschen,Germany,DE,0,205571,RIPE NCC
22,0,0,38447,Uwe Zillner trading as Zillner IT,Germany,DE,0,208819,RIPE NCC
22,0,0,38447,ULTRAVISION SA DE CV,Mexico,MX,0,28420,LACNIC
22,0,0,38447,IraqSky Communications and Internet Limited Liability Company,Iraq,IQ,0,206641,RIPE NCC
22,9,0,38447,GL INTERNET BANDA LARGA LTDA,Brazil,BR,0.41,268010,LACNIC
22,1,0,38447,Golden Sky Links Company For Internet & Communication Ltd,Iraq,IQ,0.05,201145,RIPE NCC
22,0,0,38447,MegaLine Ltd.,Russia,RU,0,16176,RIPE NCC
22,0,0,38447,MTK LLC,Russia,RU,0,203117,RIPE NCC
22,0,0,38447,Elektranet Ltd.,Russia,RU,0,199933,RIPE NCC
22,0,0,38447,"Teleradiocompany ""Tonus"" Ltd",Russia,RU,0,57679,RIPE NCC
22,0,0,38447,Electronic Shield Ltd.,Russia,RU,0,34739,RIPE NCC
22,0,0,38447,Ultra-Telecom LLC,Russia,RU,0,59665,RIPE NCC
22,0,0,38447,"LLC ""Amurtelekom""",Russia,RU,0,57038,RIPE NCC
22,0,0,38447,LanInterCom LLC,Russia,RU,0,197120,RIPE NCC
22,22,0,38447,"LTD ""Firma Tivicom LTD""",Russia,RU,1,50727,RIPE NCC
22,0,0,38447,New-Com Trade Ltd.,Russia,RU,0,42767,RIPE NCC
22,0,0,38447,OOO Dontel,Russia,RU,0,209393,RIPE NCC
22,0,0,38447,Inkom Plus Ltd.,Russia,RU,0,25203,RIPE NCC
22,0,0,38447,OOO Kurier,Russia,RU,0,203791,RIPE NCC
22,0,0,38447,"Maxima, LLC",Russia,RU,0,210267,RIPE NCC
22,0,0,38447,State Educational Institution of Higher Vocational Education The Bonch-Bruevich Saint-Petersburg State University of Telecommunications,Russia,RU,0,58042,RIPE NCC
22,0,0,38447,"OOO ""Svyaz Alians""",Russia,RU,0,50260,RIPE NCC
22,0,0,38447,"LLC ""Uralpromservice""",Russia,RU,0,51012,RIPE NCC
22,0,0,38447,Chemicomp+ CJSC.,Russia,RU,0,48013,RIPE NCC
22,0,0,38447,INSYS LLC,Russia,RU,0,34869,RIPE NCC
22,0,0,38447,"OOO ""MediaSeti""",Russia,RU,0,42819,RIPE NCC
22,0,0,38447,CrimeaCom South LLC,Russia,RU,0,35533,RIPE NCC
22,0,0,38447,OOO HAS-TELEKOM,Russia,RU,0,59424,RIPE NCC
22,0,0,38447,"JSC ""Ufanet""",Russia,RU,0,60192,RIPE NCC
22,0,0,38447,JSC United Telecom,Russia,RU,0,50488,RIPE NCC
22,0,0,38447,Sigma-Net Ltd.,Russia,RU,0,56664,RIPE NCC
22,0,0,38447,SkyNet Ltd.,Russia,RU,0,58210,RIPE NCC
22,0,0,38447,Nice Telecom LLC,Russia,RU,0,206820,RIPE NCC
22,0,0,38447,Smart Telecom Limited,Russia,RU,0,44380,RIPE NCC
